Seq,Name,m_Name,RAJ2000,DEJ2000,Sp,Mass,e_Mass,Rad,e_Rad,logg,e_logg,Teff,e_Teff,Remark,SimbadName
277," V1207 Cen",p,215.2633333333333,-32.88701666666666," ",1.132,0.008,1.92,0.06,3.926,0.027,6340,230,"2  "," V1207 Cen"
278," V1207 Cen",s,215.2633333333333,-32.88701666666666," ",1.134,0.013,3.003,0.026,3.538,0.009,5000,160,"2  "," V1207 Cen"
295," EPIC 205030103",p,239.9604583333333,-19.74370833333333,"M4",0.3336,0.0022,0.862,0.012,4.091,0.012,3200,75,"2  "," EPIC 205030103"
296," EPIC 205030103",s,239.9604583333333,-19.74370833333333,"M4",0.32,0.0022,0.852,0.013,4.083,0.014,3200,75,"2  "," EPIC 205030103"
271," DM Vir",p,211.9684583333333,-11.152080555555553,"F7V",1.454,0.008,1.764,0.017,4.108,0.009,6500,100,"*  "," DM Vir"
272," DM Vir",s,211.9684583333333,-11.152080555555553,"F7V",1.448,0.008,1.764,0.017,4.106,0.009,6500,300,"*  "," DM Vir"
535," BG Ind",p,329.6253333333333,-59.01214166666666,"F3V",1.502,0.008,2.326,0.017,3.882,0.007,6353,270,"*  "," BG Ind"
536," BG Ind",s,329.6253333333333,-59.01214166666666,"F5V",1.343,0.008,1.706,0.039,4.102,0.02,6653,233,"*  "," BG Ind"
519," ASAS-21",p,322.47499999999997,-56.33440833333333,"K",0.839,0.017,0.847,0.012,4.506,0.015,4750,150,"*  "," ASAS J212953-5619.8"
520," ASAS-21",s,322.47499999999997,-56.33440833333333,"K",0.714,0.013,0.72,0.017,4.577,0.022,4220,180,"*  "," ASAS J212953-5619.8"
377," QY Tel",p,280.12125,-45.74773333333333,"F6V",1.32,0.06,1.74,0.15,4.078,0.077,6550,200,"***"," QY Tel"
378," QY Tel",s,280.12125,-45.74773333333333,"F6V",1.44,0.09,2.7,0.16,3.734,0.058,6294,201,"***"," QY Tel"
405," TY Cra",p,285.420125,-36.87607777777777,"B9e",3.11,0.07,1.46,0.15,4.602,0.09,12000,500,"2  "," TY Cra"
406," TY Cra",s,285.420125,-36.87607777777777," ",1.61,0.02,2.3,0.14,3.922,0.053,4894,250,"** "," TY Cra"
379," V4403 Sgr",p,280.54774999999995,-34.040277777777774,"F6",1.33,0.02,1.74,0.02,4.081,0.012,6517,150,"*  "," V4403 Sgr"
380," V4403 Sgr",s,280.54774999999995,-34.040277777777774,"F7",1.59,0.03,2.5,0.03,3.844,0.013,6316,151,"*  "," V4403 Sgr"
439," V4089 Sgr",p,293.53537499999993,-40.034638888888885,"A2-3IV",2.584,0.008,3.959,0.013,3.655,0.003,8433,97,"*  "," V4089 Sgr"
440," V4089 Sgr",s,293.53537499999993,-40.034638888888885,"A7V",1.607,0.007,1.605,0.016,4.233,0.009,7361,105,"*  "," V4089 Sgr"
461," HD 187669",p,298.092,-32.561027777777774,"K0-0.5III",1.504,0.004,11.33,0.28,2.507,0.021,4650,80,"2  "," HD 187669"
462," HD 187669",s,298.092,-32.561027777777774,"K2.5III",1.505,0.004,22.62,0.5,1.907,0.019,4330,70,"2  "," HD 187669"
413," V526 Sgr",p,287.06262499999997,-31.34859444444444,"B9.5V",2.282,0.046,1.879,0.013,4.249,0.011,10140,,"*  "," V526 Sgr"
414," V526 Sgr",s,287.06262499999997,-31.34859444444444,"A2V",1.687,0.034,1.558,0.011,4.28,0.011,8567,9,"*  "," V526 Sgr"
